Author,Betweenness,Cluster_Rank,Coreness,Decay,Degree,Diffusion,Dispersion,Eccentricity,Eigenvector,EvidentialSemiLocal,Harmonic,Katz,Load,Local_Structural,PageRank,Percolation,Radiality,SecondOrder,Semi_Local,Subgraph,VoteRank,Closeness,Class
Ba Pearlmutter,0,0,1,3060.65625,1.903456677326024e-05,3596.9301250000008,0,8,5.841557617022102e-05,5834.300430711944,12163.338095239957,0.001840483,0,0,6.451758773294291e-06,0,0.6131753434218458,0.6066496705818621,5856,7.2331968238769e-05,0,0.2265058217550872,Nonawardee
Jl Mcclelland,0,3.806913354652048e-05,2,3072.375,3.806913354652048e-05,3993.654875,0,8,6.486215650204973e-05,5980.251266618937,12180.404761906617,0.001861934,0,2,1.0197011578513876e-05,0,0.6135861806414771,0.6069222923817624,6002,0.000113891,0,0.2267959510204026,Nonawardee
R Nakano,0,6.344855591086746e-05,3,3062.15625,7.613826709304096e-05,4125.077625000001,0,8,6.430789845561486e-05,5827.2460127088525,12165.838095239957,0.001896478,1.3285126392301171e-09,10,1.7510286818393465e-05,8.303203995188232e-11,0.6131896196186669,0.6072411624758096,5850,0.000133202,0,0.22651589101756195,Nonawardee
M Pollefeys,0,5.710370031978072e-05,3,3061.40625,5.710370031978072e-05,4072.8770000000004,0,8,6.28331104831061e-05,5824.745255215579,12164.671428573289,0.001878131,0,6,1.4467756921635534e-05,0,0.6131816883982107,0.6069350121065038,5847,0.000107529,0,0.22651029687233137,Nonawardee
Y Bengio,3555.627553349181,3.806913354652048e-05,4,3206.070313,7.613826709304096e-05,6273.900999999999,0.3385174699294874,8,0.000101259,7640.547782,12377.30952381135,0.001934511,5.211847799043997e-06,6,1.6566564720239684e-05,2.7260954283144647e-07,0.6185542971352431,0.5939330655737659,7677,0.000101067,0,0.23036414989716467,Nonawardee
S Sabour,0,3.806913354652048e-05,2,3060.90625,3.806913354652048e-05,3695.190125000001,0,8,5.905699784385579e-05,5831.508300978662,12163.838095239957,0.001857631,0,2,1.1243573174623136e-05,0,0.61317693,0.6067378086214855,5853,7.635612519516246e-05,0,0.22650694051782055,Nonawardee
H Larochelle,0,3.806913354652048e-05,2,3061.03125,3.806913354652048e-05,3711.7715000000007,0,8,5.912863442319208e-05,5827.034172091618,12164.004761906624,0.00185862,0,2,1.0046759407934484e-05,0,0.6131785159100283,0.6067923594847826,5849,7.901504948507235e-05,0,0.22650805929160558,Nonawardee
K Shikano…,3123.6265076951654,3.806913354652048e-05,4,3344.625,9.51728338663012e-05,6376.4598750000005,0,8,9.476026168140238e-05,9772.422811548478,12571.373809525792,0.001936432,6.232465666104837e-06,8,2.22580958095617e-05,1.0715180771236904e-07,0.6230497128898195,0.6054451211614462,9798,9.962566387068436e-05,0,0.23369100467383047,Nonawardee
Z Ghahramani…,0,5.710370031978072e-05,3,3061.15625,5.710370031978072e-05,3814.330375,0,8,5.981248614950895e-05,5824.317656589804,12164.338095239957,0.001875496,0,6,1.3936372304403668e-05,0,0.6131785159100283,0.6068259331755843,5846,8.483599389428607e-05,0,0.22650805929160558,Nonawardee
F Cambridge,0,0,1,3060.65625,1.903456677326024e-05,3596.9301250000008,0,8,5.841557617022102e-05,5834.300430711944,12163.338095239957,0.001840483,0,0,6.451758773294291e-06,0,0.6131753434218458,0.6066496705818621,5856,7.233196823876901e-05,0,0.2265058217550872,Nonawardee
L Van Der Maaten,0,0,1,3060.65625,1.903456677326024e-05,3596.9301250000008,0,8,5.841557617022102e-05,5834.300430711944,12163.338095239957,0.001840483,0,0,6.451758773294291e-06,0,0.6131753434218458,0.6066496705818621,5856,7.233196823876894e-05,0,0.2265058217550872,Nonawardee
T Hanazawa,0,5.710370031978072e-05,3,3083.257813,5.710370031978072e-05,3975.8452500000008,0,8,6.289964742552883e-05,5912.240692914997,12198.776190478022,0.001877806,0,6,1.4226451762340284e-05,0,0.6142079883252435,0.5996026648038251,5934,9.08201053718189e-05,0,0.2272364820756969,Nonawardee
M Welling,49085,3.3839229819129316e-05,3,3063.71875,0.000190346,4569.704125000001,0.3868771084908428,8,6.678533384346137e-05,5820.659010354015,12168.921428573289,0.001997991,7.114953103640716e-05,16,4.6108540695342415e-05,6.948065026524638e-08,0.6132023095713969,0.6077775768468333,5842,0.00016044,0,0.22652484222469543,Nonawardee
J Mcclelland,0,0,1,3060.65625,1.903456677326024e-05,3596.9301250000008,0,8,5.841557617022102e-05,5834.300430711944,12163.338095239957,0.001840483,0,0,6.451758773294291e-06,0,0.6131753434218458,0.6066496705818621,5856,7.233196823876897e-05,0,0.2265058217550872,Nonawardee
Cc Galland,0,0,1,3060.65625,1.903456677326024e-05,3596.9301250000008,0,8,5.841557617022102e-05,5834.300430711944,12163.338095239957,0.001840483,0,0,6.451758773294291e-06,0,0.6131753434218458,0.6066496705818621,5856,7.233196823876898e-05,0,0.2265058217550872,Nonawardee
Rs Zemel,2481.5760486818194,5.7103700319780715e-05,3,3066.171875,0.000133242,4349.23325,0.3868771084908428,8,6.636357102147212e-05,5882.271397370484,12171.771428573296,0.001950516,4.546714942877458e-06,18,2.7982314205234148e-05,2.7992312507958965e-08,0.6132816217759589,0.6083871154277436,5905,0.000155275,0,0.22658080330135857,Nonawardee
M Ranzato,24240.35364561176,4.75864169331506e-05,3,3062.03125,9.51728338663012e-05,3839.5095000000006,0.3159496386008549,8,5.9827638959458086e-05,5817.844066241135,12165.838095239957,0.001909923,3.5189575438556456e-05,10,2.179867878324485e-05,1.0968094426332418e-06,0.6131864471304844,0.6071657002870111,5840,8.667704875675129e-05,0,0.22651365332631188,Nonawardee
Y Le Cun,3261.730713004939,2.5379422364346984e-05,2,3194.609375,7.613826709304096e-05,6139.407624999999,0,8,9.965084811630788e-05,7624.789243810201,12358.280952382784,0.001930768,5.968111461084123e-06,4,1.89919395580311e-05,2.6182986252229914e-07,0.6179166270105644,0.604101743,7660,9.775550008665708e-05,0,0.22989989464327737,Nonawardee
C Rippert,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.206193177532621e-05,0,0.20574735264718522,Nonawardee
G Saucier,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
S Bliudze,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.206193177532622e-05,0,0.20574735264718522,Nonawardee
A Olivero,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
P Venier…,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
G Gößler,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
G Goßler,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
S Bomot,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
X Nicollin,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
B Bouyssounouse…,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326218e-05,0,0.20574735264718522,Nonawardee
Jp Queille,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
K Altisen,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
R Echahed,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
Mt Er Ese Hardin…,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
C Loiseaux,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.206193177532621e-05,0,0.20574735264718522,Nonawardee
M Bozga,0,3.806913354652048e-05,2,2401.464844,3.806913354652048e-05,671.8527500000012,0,8,1.1513543289804263e-05,983.2324082791129,11164.460714287496,0.001816044,0,2,1.1814679889525234e-05,0,0.5851067542273405,0.6380442569804975,1001,1.6036626184829385e-05,0,0.2083005386346038,Nonawardee
G Gössler,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326218e-05,0,0.20574735264718522,Nonawardee
M Poulhies,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
B Bouyssounouse,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
S Ebastien Bornot,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
C Courcoubetis,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
R De Simone,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.206193177532622e-05,0,0.20574735264718522,Nonawardee
Ta Henzinger,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326218e-05,0,0.20574735264718522,Nonawardee
P Venter…,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
M Moalla,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326208e-05,0,0.20574735264718522,Nonawardee
A Bouajjani…,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
Rl Mini-Parc-Zirst,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
J Pulou,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
B Goldberg,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326205e-05,0,0.20574735264718522,Nonawardee
Jp Schwartz,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326208e-05,0,0.20574735264718522,Nonawardee
S Bornot,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.206193177532621e-05,0,0.20574735264718522,Nonawardee
A Bouajjani,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
E Closse,14258.97215943404,0,2,3060.6875,3.806913354652048e-05,3405.3231249999894,0,8,6.716858255015772e-05,5483.971478985148,12166.352380954058,0.001880818,1.0299442122408878e-05,0,1.1226870661874807e-05,2.030904248587992e-06,0.6132419656736778,0.5990534465766717,5539,0.000820272,0,0.2265528193072743,Nonawardee
Jp Krimm,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326208e-05,0,0.20574735264718522,Nonawardee
G Gossler,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
M Poize,14258.97215943404,0,2,3060.6875,3.806913354652048e-05,3405.3231249999894,0,8,6.716858255015772e-05,5483.971478985148,12166.352380954058,0.001880818,1.0299442122408878e-05,0,1.1226870661874807e-05,2.030904248587992e-06,0.6132419656736778,0.5990534465766717,5539,0.000820272,0,0.2265528193072743,Nonawardee
S Graf,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326208e-05,0,0.20574735264718522,Nonawardee
A Sangiovanni-Vincentelli,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906578,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
P Spectre-Verimag,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326216e-05,0,0.20574735264718522,Nonawardee
L Mounier,0,3.806913354652048e-05,2,2401.464844,3.806913354652048e-05,671.8527500000012,0,8,1.1513543289804263e-05,983.2324082791129,11164.460714287496,0.001816044,0,2,1.1814679889525234e-05,0,0.5851067542273405,0.6380442569804975,1001,1.6036626184829385e-05,0,0.2083005386346038,Nonawardee
S Tripakis,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.206193177532621e-05,0,0.20574735264718522,Nonawardee
S Yovine,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616047,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326206e-05,0,0.20574735264718522,Nonawardee
I Ober,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.554761906576,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
Y Kesten,0,0,1,2311.546875,1.903456677326024e-05,456.90900000000113,0,8,9.068533057920774e-06,728.4491035616048,11022.55476190658,0.001794961,0,0,7.480169150505437e-06,0,0.5807731353700707,0.6375763315816164,743,1.2061931775326211e-05,0,0.20574735264718522,Nonawardee
C Bai,0,9.51728338663012e-05,5,3913.929688,9.51728338663012e-05,27734.499125000006,0,7,0.000597978,26572.435998993766,13357.490476193703,0.00222504,0,20,1.4467939855736298e-05,0,0.6401319755083912,0.626304072,26577,0.000117755,0,0.24726002158959212,Nonawardee
X Geng…,0,9.51728338663012e-05,5,3913.929688,9.51728338663012e-05,27734.499125000006,0,7,0.000597978,26572.435998993766,13357.490476193703,0.00222504,0,20,1.4467939855736298e-05,0,0.6401319755083912,0.626304072,26577,0.000117755,0,0.24726002158959212,Nonawardee
Q Zong,0,7.613826709304096e-05,4,3878.976563,7.613826709304096e-05,21117.30225000001,0,7,0.000444995,25022.977301271276,13309.45714286032,0.002109166,0,12,1.181518987304432e-05,0,0.6392167126677453,0.6242484757189862,25026,4.694243718712475e-05,0,0.2464931693094599,Nonawardee
